Country,Year,Vehicle Class,Category Of Vehicle,Sales Of Motor Vehicles,Parameters,Consumer Category,Energy Sale For Utilities And Non-Utilities
India,"Financial Year (Apr - Mar), 2006",Quadricycle,Scooters,6327197,DIESEL,Commercial,110.64
India,"Financial Year (Apr - Mar), 2017",Four Wheelers,CNG Cars,9980793,DIESEL/HYBRID,Domestic,
India,"Financial Year (Apr - Mar), 2002",Four Wheelers,Quadricycle,2180972,DIESEL,Public Water Works & Sewage Pumping,5918.39
India,"Financial Year (Apr - Mar), 2009",Buses,Diesel Cars,,ELECTRIC(BOV),Agriculture,
India,"Financial Year (Apr - Mar), 2002",Three Wheelers,CNG Cars,5231610,ELECTRIC/PLUG-IN,Miscellaneous,2612.95
India,"Financial Year (Apr - Mar), 2010",Four Wheelers,Electric Two Wheelers,5278410,DIESEL,Commercial,86766.05
India,"Financial Year (Apr - Mar), 2012",Four Wheelers,Electric Cars,,ELECTRIC/PLUG-IN,Domestic,24929.01
India,"Financial Year (Apr - Mar), 2017",Trucks,Diesel Cars,,DIESEL,Agriculture,32195.57
India,"Financial Year (Apr - Mar), 2023",Three Wheelers,Diesel Cars,,LPG ONLY,Miscellaneous,32752.8
India,"Financial Year (Apr - Mar), 2008",Buses,Quadricycle,,DIESEL/HYBRID,Miscellaneous,1315.96
India,"Financial Year (Apr - Mar), 2004",Trucks,Electric Cars,,CNG ONLY,Miscellaneous,
India,"Financial Year (Apr - Mar), 2018",Buses,Motorcycles,,ELECTRIC(BOV),Domestic,
India,"Financial Year (Apr - Mar), 2010",Three Wheelers,Motorcycles,,ELECTRIC(BOV),Commercial,3576.27
India,"Financial Year (Apr - Mar), 2021",Three Wheelers,Mopeds,,PETROL,Miscellaneous,1942.82
India,"Financial Year (Apr - Mar), 2014",Three Wheelers,CNG Cars,,CNG ONLY,Miscellaneous,7065.07
India,"Financial Year (Apr - Mar), 2014",Two Wheelers,Mopeds,4343227,CNG ONLY,Domestic,75548.4
India,"Financial Year (Apr - Mar), 2012",Quadricycle,Diesel Cars,,LPG ONLY,Miscellaneous,97158.81
India,"Financial Year (Apr - Mar), 2019",Buses,Quadricycle,,ELECTRIC/PLUG-IN,Agriculture,54132.22
India,"Financial Year (Apr - Mar), 2014",Two Wheelers,Scooters,,CNG ONLY,Public Water Works & Sewage Pumping,98938.31
India,"Financial Year (Apr - Mar), 2003",Two Wheelers,CNG Cars,,CNG ONLY,Agriculture,
India,"Financial Year (Apr - Mar), 2004",Three Wheelers,Scooters,9681832,PETROL,Commercial,
India,"Financial Year (Apr - Mar), 2001",Three Wheelers,Scooters,,DIESEL,Miscellaneous,5482.64
India,"Financial Year (Apr - Mar), 2011",Four Wheelers,Electric Cars,,CNG ONLY,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2001",Four Wheelers,Electric Two Wheelers,9207671,PETROL,Agriculture,
India,"Financial Year (Apr - Mar), 2002",Four Wheelers,Quadricycle,,PETROL,Domestic,34529.29
India,"Financial Year (Apr - Mar), 2022",Two Wheelers,CNG Cars,9754866,PETROL,Domestic,12170.07
India,"Financial Year (Apr - Mar), 2000",Four Wheelers,Scooters,,ELECTRIC(BOV),Public Water Works & Sewage Pumping,4240.02
India,"Financial Year (Apr - Mar), 2015",Buses,Electric Cars,,PETROL,Miscellaneous,3716.94
India,"Financial Year (Apr - Mar), 2010",Trucks,Electric Cars,,DIESEL,Agriculture,
India,"Financial Year (Apr - Mar), 2009",Trucks,Diesel Cars,3008277,LPG ONLY,Public Water Works & Sewage Pumping,90998.49
India,"Financial Year (Apr - Mar), 2022",Three Wheelers,Diesel Cars,,CNG ONLY,Public Water Works & Sewage Pumping,6204.12
India,"Financial Year (Apr - Mar), 2011",Four Wheelers,Diesel Cars,3617838,CNG ONLY,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2017",Four Wheelers,Quadricycle,1259247,PETROL,Domestic,7571.27
India,"Financial Year (Apr - Mar), 2003",Trucks,Electric Two Wheelers,,DIESEL,Agriculture,53723.85
India,"Financial Year (Apr - Mar), 2014",Two Wheelers,Quadricycle,,DIESEL,Commercial,
India,"Financial Year (Apr - Mar), 2021",Buses,Mopeds,5104733,ELECTRIC/PLUG-IN,Agriculture,61216.03
India,"Financial Year (Apr - Mar), 2007",Four Wheelers,CNG Cars,,DIESEL,Agriculture,
India,"Financial Year (Apr - Mar), 2015",Quadricycle,Electric Cars,6302359,LPG ONLY,Miscellaneous,
India,"Financial Year (Apr - Mar), 2017",Quadricycle,Electric Two Wheelers,4257837,DIESEL/HYBRID,Commercial,
India,"Financial Year (Apr - Mar), 2023",Two Wheelers,Electric Cars,,DIESEL/HYBRID,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2020",Buses,Motorcycles,9518976,PETROL,Commercial,4299.89
India,"Financial Year (Apr - Mar), 2017",Three Wheelers,Scooters,,LPG ONLY,Commercial,7029.24
India,"Financial Year (Apr - Mar), 2022",Three Wheelers,Motorcycles,1378240,ELECTRIC/PLUG-IN,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2004",Four Wheelers,Diesel Cars,,ELECTRIC(BOV),Domestic,
India,"Financial Year (Apr - Mar), 2012",Buses,Diesel Cars,7381818,PETROL,Domestic,3617.39
India,"Financial Year (Apr - Mar), 2010",Two Wheelers,Electric Cars,,ELECTRIC/PLUG-IN,Public Water Works & Sewage Pumping,258.51
India,"Financial Year (Apr - Mar), 2007",Buses,Diesel Cars,3272983,ELECTRIC(BOV),Miscellaneous,
India,"Financial Year (Apr - Mar), 2011",Four Wheelers,Electric Cars,5772637,DIESEL/HYBRID,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2022",Four Wheelers,Electric Cars,1740934,ELECTRIC/PLUG-IN,Miscellaneous,78521.47
India,"Financial Year (Apr - Mar), 2017",Four Wheelers,Diesel Cars,,DIESEL/HYBRID,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2019",Three Wheelers,Scooters,393829,DIESEL/HYBRID,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2017",Buses,Quadricycle,8220174,CNG ONLY,Agriculture,46914.74
India,"Financial Year (Apr - Mar), 2003",Trucks,Quadricycle,,DIESEL,Domestic,14601.85
India,"Financial Year (Apr - Mar), 2016",Quadricycle,CNG Cars,3354301,ELECTRIC/PLUG-IN,Public Water Works & Sewage Pumping,4654.06
India,"Financial Year (Apr - Mar), 2017",Four Wheelers,Mopeds,1179715,ELECTRIC/PLUG-IN,Public Water Works & Sewage Pumping,6402.91
India,"Financial Year (Apr - Mar), 2017",Buses,Quadricycle,5315377,ELECTRIC/PLUG-IN,Domestic,85323.19
India,"Financial Year (Apr - Mar), 2005",Four Wheelers,Mopeds,5816191,LPG ONLY,Public Water Works & Sewage Pumping,55260.47
India,"Financial Year (Apr - Mar), 2007",Three Wheelers,Motorcycles,2021153,ELECTRIC(BOV),Domestic,86572.23
India,"Financial Year (Apr - Mar), 2015",Quadricycle,Motorcycles,5598658,ELECTRIC(BOV),Domestic,4384.93
India,"Financial Year (Apr - Mar), 2021",Buses,Mopeds,7200953,LPG ONLY,Domestic,
India,"Financial Year (Apr - Mar), 2014",Four Wheelers,CNG Cars,,DIESEL/HYBRID,Commercial,
India,"Financial Year (Apr - Mar), 2010",Trucks,Motorcycles,8200798,ELECTRIC/PLUG-IN,Agriculture,5583.43
India,"Financial Year (Apr - Mar), 2007",Three Wheelers,Quadricycle,5791801,DIESEL,Miscellaneous,50511.18
India,"Financial Year (Apr - Mar), 2002",Buses,Electric Two Wheelers,,LPG ONLY,Commercial,77994.52
India,"Financial Year (Apr - Mar), 2021",Four Wheelers,Scooters,4632900,PETROL,Miscellaneous,
India,"Financial Year (Apr - Mar), 2001",Four Wheelers,Electric Cars,,ELECTRIC/PLUG-IN,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2014",Three Wheelers,Motorcycles,1386807,ELECTRIC/PLUG-IN,Commercial,
India,"Financial Year (Apr - Mar), 2004",Three Wheelers,Electric Cars,,CNG ONLY,Agriculture,20766.74
India,"Financial Year (Apr - Mar), 2023",Trucks,Mopeds,7973024,ELECTRIC(BOV),Agriculture,3763.3
India,"Financial Year (Apr - Mar), 2002",Buses,Scooters,2151997,LPG ONLY,Commercial,805.37
India,"Financial Year (Apr - Mar), 2003",Four Wheelers,Electric Two Wheelers,,LPG ONLY,Agriculture,9794.4
India,"Financial Year (Apr - Mar), 2000",Trucks,Quadricycle,,LPG ONLY,Public Water Works & Sewage Pumping,997.74
India,"Financial Year (Apr - Mar), 2001",Four Wheelers,Mopeds,9593490,ELECTRIC/PLUG-IN,Agriculture,45390.76
India,"Financial Year (Apr - Mar), 2009",Two Wheelers,Electric Cars,,DIESEL/HYBRID,Miscellaneous,30749.56
India,"Financial Year (Apr - Mar), 2012",Two Wheelers,Electric Two Wheelers,,CNG ONLY,Agriculture,2800.39
India,"Financial Year (Apr - Mar), 2022",Buses,CNG Cars,,DIESEL/HYBRID,Domestic,595.32
India,"Financial Year (Apr - Mar), 2008",Quadricycle,Electric Cars,,PETROL,Agriculture,7263.8
India,"Financial Year (Apr - Mar), 2014",Quadricycle,Electric Two Wheelers,,PETROL,Domestic,90026.71
India,"Financial Year (Apr - Mar), 2019",Four Wheelers,Scooters,7861347,DIESEL,Public Water Works & Sewage Pumping,6897.84
India,"Financial Year (Apr - Mar), 2015",Four Wheelers,Scooters,,PETROL,Domestic,3992.01
India,"Financial Year (Apr - Mar), 2000",Two Wheelers,Motorcycles,1953419,LPG ONLY,Commercial,8834.85
India,"Financial Year (Apr - Mar), 2006",Four Wheelers,CNG Cars,,DIESEL/HYBRID,Domestic,
India,"Financial Year (Apr - Mar), 2006",Quadricycle,Electric Cars,9856646,CNG ONLY,Commercial,
India,"Financial Year (Apr - Mar), 2001",Three Wheelers,Mopeds,,DIESEL/HYBRID,Domestic,8384.99
India,"Financial Year (Apr - Mar), 2016",Quadricycle,Scooters,,PETROL,Commercial,30193.01
India,"Financial Year (Apr - Mar), 2003",Quadricycle,Scooters,,ELECTRIC/PLUG-IN,Commercial,19177.15
India,"Financial Year (Apr - Mar), 2014",Quadricycle,Mopeds,,CNG ONLY,Public Water Works & Sewage Pumping,9451.06
India,"Financial Year (Apr - Mar), 2006",Two Wheelers,Electric Cars,6252870,ELECTRIC/PLUG-IN,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2020",Two Wheelers,Mopeds,,ELECTRIC/PLUG-IN,Miscellaneous,1118.45
India,"Financial Year (Apr - Mar), 2011",Buses,Diesel Cars,4287214,CNG ONLY,Domestic,
India,"Financial Year (Apr - Mar), 2024",Buses,Scooters,,DIESEL/HYBRID,Domestic,
India,"Financial Year (Apr - Mar), 2006",Buses,Motorcycles,9702401,ELECTRIC/PLUG-IN,Miscellaneous,
India,"Financial Year (Apr - Mar), 2023",Buses,Electric Cars,,ELECTRIC/PLUG-IN,Agriculture,
India,"Financial Year (Apr - Mar), 2017",Three Wheelers,Mopeds,6391597,DIESEL/HYBRID,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2001",Four Wheelers,Electric Cars,2748659,CNG ONLY,Public Water Works & Sewage Pumping,21565.36
India,"Financial Year (Apr - Mar), 2020",Four Wheelers,Diesel Cars,,DIESEL,Public Water Works & Sewage Pumping,42600.55
India,"Financial Year (Apr - Mar), 2023",Trucks,Diesel Cars,1471215,ELECTRIC/PLUG-IN,Agriculture,
India,"Financial Year (Apr - Mar), 2006",Trucks,Electric Cars,5790105,DIESEL,Agriculture,47653.2
India,"Financial Year (Apr - Mar), 2007",Three Wheelers,Quadricycle,,ELECTRIC(BOV),Agriculture,234.7
India,"Financial Year (Apr - Mar), 2005",Quadricycle,Electric Cars,211657,CNG ONLY,Domestic,
India,"Financial Year (Apr - Mar), 2006",Three Wheelers,Electric Two Wheelers,,ELECTRIC(BOV),Agriculture,
India,"Financial Year (Apr - Mar), 2015",Three Wheelers,Electric Cars,4585454,DIESEL,Domestic,
India,"Financial Year (Apr - Mar), 2020",Quadricycle,Motorcycles,,PETROL,Miscellaneous,3559.84
India,"Financial Year (Apr - Mar), 2018",Four Wheelers,Electric Cars,4906525,PETROL,Agriculture,99302.37
India,"Financial Year (Apr - Mar), 2001",Trucks,Diesel Cars,4200198,CNG ONLY,Domestic,29644.25
India,"Financial Year (Apr - Mar), 2001",Three Wheelers,CNG Cars,7081827,PETROL,Domestic,4644.01
India,"Financial Year (Apr - Mar), 2008",Trucks,Electric Two Wheelers,9676360,PETROL,Miscellaneous,
India,"Financial Year (Apr - Mar), 2006",Buses,CNG Cars,,ELECTRIC/PLUG-IN,Domestic,
India,"Financial Year (Apr - Mar), 2016",Trucks,Scooters,7873550,ELECTRIC/PLUG-IN,Commercial,
India,"Financial Year (Apr - Mar), 2000",Three Wheelers,Scooters,3441267,CNG ONLY,Miscellaneous,6898.75
India,"Financial Year (Apr - Mar), 2012",Two Wheelers,Mopeds,,DIESEL,Public Water Works & Sewage Pumping,38026.51
India,"Financial Year (Apr - Mar), 2002",Quadricycle,Scooters,5503940,PETROL,Public Water Works & Sewage Pumping,8223.17
India,"Financial Year (Apr - Mar), 2005",Four Wheelers,Scooters,,ELECTRIC/PLUG-IN,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2003",Buses,Scooters,125827,CNG ONLY,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2016",Two Wheelers,Diesel Cars,,CNG ONLY,Agriculture,
India,"Financial Year (Apr - Mar), 2015",Two Wheelers,Electric Two Wheelers,6571643,LPG ONLY,Public Water Works & Sewage Pumping,2163.93
India,"Financial Year (Apr - Mar), 2015",Three Wheelers,Diesel Cars,,PETROL,Domestic,
India,"Financial Year (Apr - Mar), 2024",Four Wheelers,Mopeds,6039307,ELECTRIC/PLUG-IN,Miscellaneous,
India,"Financial Year (Apr - Mar), 2009",Trucks,Scooters,,DIESEL/HYBRID,Public Water Works & Sewage Pumping,24408.65
India,"Financial Year (Apr - Mar), 2011",Trucks,Electric Cars,,LPG ONLY,Miscellaneous,6668.72
India,"Financial Year (Apr - Mar), 2019",Quadricycle,Quadricycle,,LPG ONLY,Agriculture,10508.69
India,"Financial Year (Apr - Mar), 2018",Four Wheelers,Motorcycles,,ELECTRIC/PLUG-IN,Domestic,4773.18
India,"Financial Year (Apr - Mar), 2016",Quadricycle,Diesel Cars,2053303,DIESEL/HYBRID,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2023",Quadricycle,Motorcycles,9062229,ELECTRIC/PLUG-IN,Miscellaneous,31648.16
India,"Financial Year (Apr - Mar), 2012",Two Wheelers,Electric Cars,,PETROL,Miscellaneous,
India,"Financial Year (Apr - Mar), 2022",Buses,Electric Cars,6105012,DIESEL,Commercial,51562.59
India,"Financial Year (Apr - Mar), 2013",Three Wheelers,CNG Cars,,ELECTRIC/PLUG-IN,Public Water Works & Sewage Pumping,7786.17
India,"Financial Year (Apr - Mar), 2007",Three Wheelers,Quadricycle,,ELECTRIC/PLUG-IN,Agriculture,
India,"Financial Year (Apr - Mar), 2002",Trucks,Diesel Cars,,ELECTRIC/PLUG-IN,Public Water Works & Sewage Pumping,7579
India,"Financial Year (Apr - Mar), 2023",Trucks,Electric Two Wheelers,1370247,PETROL,Agriculture,158.15
India,"Financial Year (Apr - Mar), 2000",Four Wheelers,Electric Two Wheelers,1992167,PETROL,Commercial,
India,"Financial Year (Apr - Mar), 2016",Buses,Scooters,8619707,ELECTRIC/PLUG-IN,Miscellaneous,1554.09
India,"Financial Year (Apr - Mar), 2001",Two Wheelers,Electric Two Wheelers,,LPG ONLY,Public Water Works & Sewage Pumping,4718.33
India,"Financial Year (Apr - Mar), 2022",Two Wheelers,Mopeds,,CNG ONLY,Commercial,
India,"Financial Year (Apr - Mar), 2002",Two Wheelers,CNG Cars,4422176,LPG ONLY,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2010",Four Wheelers,Scooters,6388252,LPG ONLY,Commercial,78069.86
India,"Financial Year (Apr - Mar), 2014",Buses,Quadricycle,,PETROL,Public Water Works & Sewage Pumping,89550.3
India,"Financial Year (Apr - Mar), 2017",Quadricycle,Motorcycles,,ELECTRIC/PLUG-IN,Miscellaneous,76094.53
India,"Financial Year (Apr - Mar), 2022",Buses,Mopeds,,DIESEL/HYBRID,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2007",Three Wheelers,Motorcycles,5128168,ELECTRIC/PLUG-IN,Public Water Works & Sewage Pumping,26704.37
India,"Financial Year (Apr - Mar), 2009",Buses,CNG Cars,,LPG ONLY,Domestic,
India,"Financial Year (Apr - Mar), 2008",Four Wheelers,Electric Cars,,PETROL,Commercial,11775.89
India,"Financial Year (Apr - Mar), 2002",Buses,Scooters,,DIESEL/HYBRID,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2001",Quadricycle,Motorcycles,6783060,ELECTRIC(BOV),Agriculture,
India,"Financial Year (Apr - Mar), 2011",Two Wheelers,Electric Cars,7736409,CNG ONLY,Commercial,
India,"Financial Year (Apr - Mar), 2010",Two Wheelers,Electric Two Wheelers,9586645,PETROL,Miscellaneous,4684.02
India,"Financial Year (Apr - Mar), 2022",Quadricycle,Motorcycles,,PETROL,Public Water Works & Sewage Pumping,5896.82
India,"Financial Year (Apr - Mar), 2008",Quadricycle,Electric Two Wheelers,5206682,ELECTRIC/PLUG-IN,Commercial,97986.91
India,"Financial Year (Apr - Mar), 2023",Three Wheelers,Diesel Cars,1549605,LPG ONLY,Miscellaneous,
India,"Financial Year (Apr - Mar), 2002",Two Wheelers,Mopeds,,LPG ONLY,Public Water Works & Sewage Pumping,7917.84
India,"Financial Year (Apr - Mar), 2021",Trucks,CNG Cars,,CNG ONLY,Agriculture,
India,"Financial Year (Apr - Mar), 2012",Three Wheelers,Scooters,,ELECTRIC/PLUG-IN,Commercial,
India,"Financial Year (Apr - Mar), 2005",Four Wheelers,Diesel Cars,7477870,DIESEL/HYBRID,Domestic,2533.42
India,"Financial Year (Apr - Mar), 2011",Buses,Motorcycles,,ELECTRIC(BOV),Miscellaneous,
India,"Financial Year (Apr - Mar), 2001",Three Wheelers,Quadricycle,9665156,ELECTRIC(BOV),Domestic,
India,"Financial Year (Apr - Mar), 2003",Two Wheelers,Quadricycle,5921625,ELECTRIC/PLUG-IN,Commercial,5236.6
India,"Financial Year (Apr - Mar), 2013",Trucks,Motorcycles,8732875,LPG ONLY,Commercial,61741.95
India,"Financial Year (Apr - Mar), 2004",Four Wheelers,Scooters,1647346,ELECTRIC(BOV),Domestic,
India,"Financial Year (Apr - Mar), 2017",Trucks,CNG Cars,7996988,DIESEL/HYBRID,Domestic,
India,"Financial Year (Apr - Mar), 2011",Quadricycle,Quadricycle,,CNG ONLY,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2016",Trucks,Scooters,,ELECTRIC(BOV),Public Water Works & Sewage Pumping,548.08
India,"Financial Year (Apr - Mar), 2009",Buses,Diesel Cars,,ELECTRIC(BOV),Public Water Works & Sewage Pumping,3253.54
India,"Financial Year (Apr - Mar), 2018",Buses,Mopeds,,CNG ONLY,Miscellaneous,41517.05
India,"Financial Year (Apr - Mar), 2017",Two Wheelers,Diesel Cars,,ELECTRIC(BOV),Miscellaneous,
India,"Financial Year (Apr - Mar), 2020",Three Wheelers,Mopeds,,DIESEL/HYBRID,Miscellaneous,2682.44
India,"Financial Year (Apr - Mar), 2017",Buses,Scooters,,ELECTRIC(BOV),Commercial,78399.74
India,"Financial Year (Apr - Mar), 2010",Trucks,Electric Cars,5242829,ELECTRIC(BOV),Commercial,9232.21
India,"Financial Year (Apr - Mar), 2018",Buses,Quadricycle,,LPG ONLY,Agriculture,
India,"Financial Year (Apr - Mar), 2005",Four Wheelers,Motorcycles,,DIESEL,Public Water Works & Sewage Pumping,1034.82
India,"Financial Year (Apr - Mar), 2009",Three Wheelers,Electric Two Wheelers,,PETROL,Public Water Works & Sewage Pumping,68364.78
India,"Financial Year (Apr - Mar), 2016",Two Wheelers,Mopeds,,CNG ONLY,Public Water Works & Sewage Pumping,16562.53
India,"Financial Year (Apr - Mar), 2007",Two Wheelers,Electric Two Wheelers,,ELECTRIC/PLUG-IN,Commercial,62535.9
India,"Financial Year (Apr - Mar), 2000",Four Wheelers,Diesel Cars,,PETROL,Miscellaneous,6144.17
India,"Financial Year (Apr - Mar), 2019",Two Wheelers,Diesel Cars,7612213,ELECTRIC/PLUG-IN,Agriculture,
India,"Financial Year (Apr - Mar), 2022",Two Wheelers,Quadricycle,2493587,DIESEL/HYBRID,Domestic,
India,"Financial Year (Apr - Mar), 2018",Two Wheelers,Electric Cars,3284272,LPG ONLY,Agriculture,63394.4
India,"Financial Year (Apr - Mar), 2005",Two Wheelers,Diesel Cars,,LPG ONLY,Public Water Works & Sewage Pumping,36355.21
India,"Financial Year (Apr - Mar), 2010",Two Wheelers,Electric Cars,6655340,LPG ONLY,Public Water Works & Sewage Pumping,692.83
India,"Financial Year (Apr - Mar), 2008",Three Wheelers,CNG Cars,1145583,LPG ONLY,Agriculture,
India,"Financial Year (Apr - Mar), 2018",Four Wheelers,Quadricycle,,PETROL,Commercial,71008.58
India,"Financial Year (Apr - Mar), 2024",Trucks,Diesel Cars,4319582,DIESEL/HYBRID,Commercial,1011.86
India,"Financial Year (Apr - Mar), 2015",Quadricycle,Mopeds,7471821,LPG ONLY,Public Water Works & Sewage Pumping,20018.29
India,"Financial Year (Apr - Mar), 2024",Buses,Motorcycles,,DIESEL/HYBRID,Public Water Works & Sewage Pumping,99283.46
India,"Financial Year (Apr - Mar), 2006",Quadricycle,Quadricycle,,CNG ONLY,Agriculture,20208.47
India,"Financial Year (Apr - Mar), 2000",Two Wheelers,Motorcycles,5707767,CNG ONLY,Domestic,7787.74
India,"Financial Year (Apr - Mar), 2000",Trucks,Diesel Cars,,LPG ONLY,Miscellaneous,
India,"Financial Year (Apr - Mar), 2009",Four Wheelers,CNG Cars,,PETROL,Miscellaneous,
India,"Financial Year (Apr - Mar), 2001",Two Wheelers,Quadricycle,,DIESEL,Agriculture,
India,"Financial Year (Apr - Mar), 2005",Trucks,Mopeds,3218136,ELECTRIC/PLUG-IN,Domestic,75577.81
India,"Financial Year (Apr - Mar), 2006",Quadricycle,Electric Two Wheelers,,DIESEL/HYBRID,Agriculture,3396.44
India,"Financial Year (Apr - Mar), 2010",Three Wheelers,Scooters,,DIESEL,Commercial,2571.62
India,"Financial Year (Apr - Mar), 2017",Four Wheelers,Motorcycles,,PETROL,Domestic,
India,"Financial Year (Apr - Mar), 2005",Quadricycle,Scooters,,CNG ONLY,Miscellaneous,11543.65
India,"Financial Year (Apr - Mar), 2009",Trucks,Diesel Cars,,PETROL,Public Water Works & Sewage Pumping,4202.35
India,"Financial Year (Apr - Mar), 2022",Three Wheelers,Mopeds,5392919,PETROL,Commercial,67731.48
India,"Financial Year (Apr - Mar), 2018",Three Wheelers,Diesel Cars,9387500,CNG ONLY,Miscellaneous,1294.58
India,"Financial Year (Apr - Mar), 2006",Four Wheelers,Electric Two Wheelers,,ELECTRIC/PLUG-IN,Commercial,7934.36
